Gene,Pfam,MSA
GA4805AA_03522,PF14520,Inter-strain
GA4805AA_00094,PF02875,Inter-strain
GA4805AA_03342,PF11939,Inter-strain
GA4805AA_01712,PF00106,Inter-strain
GA4805AA_00093,PF04101,Inter-strain
GA4805AA_02945,PF00361,Inter-strain
GA4805AA_01808,PF00453,Inter-strain
GA4805AA_04467,PF09699,Inter-strain
GA4805AA_04363,PF04983,Inter-strain
GA4805AA_04161,PF03900,Inter-strain
GA4805AA_01835,PF04952,Inter-strain
GA4805AA_01115,PF04349,Inter-strain
GA4805AA_02771,PF02565,Inter-strain
GA4805AA_03776,PF02922,Inter-strain
GA4805AA_03925,PF00165,Inter-strain
GA4805AA_03566,PF14691,Inter-strain
GA4805AA_01680,PF13247,Inter-strain
GA4805AA_04608,PF00215,Inter-strain
GA4805AA_01984,PF00532,Inter-strain
GA4805AA_03480,PF03446,Inter-strain
GA4805AA_00705,PF13085,Inter-strain
GA4805AA_04416,PF00005,Inter-strain
GA4805AA_02516,PF10588,Inter-strain
GA4805AA_02489,PF01041,Inter-strain
GA4805AA_00101,PF07517,Inter-strain
GA4805AA_04547,PF02683,Inter-strain
GA4805AA_04094,PF00006,Inter-strain
GA4805AA_00401,PF00072,Inter-strain
GA4805AA_00825,PF08282,Inter-strain
GA4805AA_03166,PF00162,Inter-strain
GA4805AA_00176,PF01966,Inter-strain
GA4805AA_00178,PF00318,Inter-strain
GA4805AA_02502,PF00425,Inter-strain
GA4805AA_02337,PF07702,Inter-strain
GA4805AA_00722,PF07676,Inter-strain
GA4805AA_00438,PF00254,Inter-strain
GA4805AA_02948,PF01155,Inter-strain
GA4805AA_02738,PF00012,Inter-strain
GA4805AA_02563,PF05175,Inter-strain
GA4805AA_03591,PF10150,Inter-strain
GA4805AA_00588,PF00578,Inter-strain
GA4805AA_02951,PF01924,Inter-strain
GA4805AA_04522,PF02056,Inter-strain
GA4805AA_01343,PF00288,Inter-strain
GA4805AA_04142,PF16363,Inter-strain
GA4805AA_04419,PF04345,Inter-strain
GA4805AA_02604,PF02776,Inter-strain
GA4805AA_03182,PF00491,Inter-strain
GA4805AA_02798,PF01479,Inter-strain
GA4805AA_00176,PF01909,Inter-strain
GA4805AA_00873,PF12002,Inter-strain
GA4805AA_00652,PF01047,Inter-strain
GA4805AA_03653,PF00347,Inter-strain
GA4805AA_00092,PF01098,Inter-strain
GA4805AA_03396,PF03738,Inter-strain
GA4805AA_01827,PF02255,Inter-strain
GA4805AA_02888,PF00581,Inter-strain
GA4805AA_00848,PF01510,Inter-strain
GA4805AA_02268,PF01502,Inter-strain
GA4805AA_03137,PF02899,Inter-strain
GA4805AA_01951,PF01709,Inter-strain
GA4805AA_00039,PF02771,Inter-strain
GA4805AA_01006,PF02348,Inter-strain
GA4805AA_02803,PF00793,Inter-strain
GA4805AA_01073,PF00226,Inter-strain
GA4805AA_00732,PF02445,Inter-strain
GA4805AA_01134,PF01408,Inter-strain
GA4805AA_01153,PF02620,Inter-strain
GA4805AA_01361,PF01568,Inter-strain
GA4805AA_02883,PF00324,Inter-strain
GA4805AA_00706,PF16078,Inter-strain
GA4805AA_04586,PF01145,Inter-strain
GA4805AA_00085,PF01795,Inter-strain
GA4805AA_02055,PF08459,Inter-strain
GA4805AA_01962,PF06185,Inter-strain
GA4805AA_00739,PF00288,Inter-strain
GA4805AA_02533,PF00293,Inter-strain
GA4805AA_03376,PF00486,Inter-strain
GA4805AA_00617,PF02590,Inter-strain
GA4805AA_00493,PF01957,Inter-strain
GA4805AA_00373,PF00005,Inter-strain
GA4805AA_02898,PF00528,Inter-strain
GA4805AA_03536,PF01926,Inter-strain
GA4805AA_04167,PF04340,Inter-strain
GA4805AA_04358,PF03946,Inter-strain
GA4805AA_00602,PF00072,Inter-strain
GA4805AA_04006,PF00271,Inter-strain
GA4805AA_02545,PF13522,Inter-strain
GA4805AA_00434,PF06481,Inter-strain
GA4805AA_02384,PF02653,Inter-strain
GA4805AA_04220,PF02803,Inter-strain
GA4805AA_00926,PF01568,Inter-strain
GA4805AA_01975,PF00691,Inter-strain
GA4805AA_02512,PF00420,Inter-strain
GA4805AA_01073,PF01556,Inter-strain
GA4805AA_04064,PF00712,Inter-strain
GA4805AA_03952,PF00359,Inter-strain
GA4805AA_03612,PF02954,Inter-strain
GA4805AA_03660,PF00831,Inter-strain
GA4805AA_00415,PF03477,Inter-strain
GA4805AA_04415,PF13416,Inter-strain
GA4805AA_01914,PF03572,Inter-strain
GA4805AA_00411,PF02355,Inter-strain
GA4805AA_04901,PF01676,Inter-strain
GA4805AA_04588,PF09838,Inter-strain
GA4805AA_01970,PF01739,Inter-strain
GA4805AA_02693,PF08351,Inter-strain
GA4805AA_03591,PF00575,Inter-strain
GA4805AA_00409,PF02699,Inter-strain
GA4805AA_04034,PF07730,Inter-strain
GA4805AA_04641,PF06094,Inter-strain
GA4805AA_04357,PF00467,Inter-strain
GA4805AA_01811,PF03129,Inter-strain
GA4805AA_02983,PF03460,Inter-strain
GA4805AA_00195,PF03255,Inter-strain
GA4805AA_00808,PF03453,Inter-strain
GA4805AA_02305,PF05170,Inter-strain
GA4805AA_02531,PF01515,Inter-strain
GA4805AA_04101,PF03899,Inter-strain
GA4805AA_00018,PF06965,Inter-strain
GA4805AA_00651,PF13242,Inter-strain
GA4805AA_02258,PF13460,Inter-strain
GA4805AA_00122,PF02852,Inter-strain
GA4805AA_02772,PF01926,Inter-strain
GA4805AA_03703,PF06794,Inter-strain
GA4805AA_01388,PF08352,Inter-strain
GA4805AA_01474,PF00425,Inter-strain
GA4805AA_01825,PF02056,Inter-strain
GA4805AA_03753,PF07664,Inter-strain
GA4805AA_00410,PF07549,Inter-strain
GA4805AA_00853,PF00970,Inter-strain
GA4805AA_03414,PF01928,Inter-strain
GA4805AA_01482,PF00106,Inter-strain
GA4805AA_01915,PF04352,Inter-strain
GA4805AA_00175,PF14805,Inter-strain
GA4805AA_02497,PF13193,Inter-strain
GA4805AA_03007,PF13328,Inter-strain
GA4805AA_04357,PF02357,Inter-strain
GA4805AA_03922,PF13407,Inter-strain
GA4805AA_03501,PF02021,Inter-strain
GA4805AA_03544,PF13466,Inter-strain
GA4805AA_01841,PF09335,Inter-strain
GA4805AA_00010,PF03981,Inter-strain
GA4805AA_02541,PF00528,Inter-strain
GA4805AA_00180,PF00696,Inter-strain
GA4805AA_00489,PF04960,Inter-strain
GA4805AA_01350,PF00793,Inter-strain
GA4805AA_03775,PF02922,Inter-strain
GA4805AA_02470,PF02867,Closely diverged species
GA4805AA_03192,PF02951,Closely diverged species
GA4805AA_01942,PF01297,Closely diverged species
GA4805AA_03090,PF00293,Closely diverged species
GA4805AA_02775,PF00679,Closely diverged species
GA4805AA_02641,PF03120,Closely diverged species
GA4805AA_02727,PF04551,Closely diverged species
GA4805AA_03147,PF08669,Closely diverged species
GA4805AA_03426,PF08275,Closely diverged species
GA4805AA_01702,PF10415,Closely diverged species
GA4805AA_03952,PF02302,Closely diverged species
GA4805AA_03992,PF00830,Closely diverged species
GA4805AA_04340,PF00440,Closely diverged species
GA4805AA_00440,PF10431,Closely diverged species
GA4805AA_02516,PF04879,Closely diverged species
GA4805AA_04902,PF01048,Closely diverged species
GA4805AA_01893,PF13307,Closely diverged species
GA4805AA_03554,PF00005,Closely diverged species
GA4805AA_03089,PF00391,Closely diverged species
GA4805AA_01002,PF00664,Closely diverged species
GA4805AA_00186,PF02163,Closely diverged species
GA4805AA_02899,PF04069,Closely diverged species
GA4805AA_00422,PF02780,Closely diverged species
GA4805AA_00001,PF01842,Closely diverged species
GA4805AA_02773,PF14622,Closely diverged species
GA4805AA_02775,PF00009,Closely diverged species
GA4805AA_01198,PF03054,Closely diverged species
GA4805AA_02652,PF00528,Closely diverged species
GA4805AA_00707,PF00364,Closely diverged species
GA4805AA_03518,PF00312,Closely diverged species
GA4805AA_00704,PF02910,Closely diverged species
GA4805AA_04091,PF13522,Closely diverged species
GA4805AA_02518,PF01257,Closely diverged species
GA4805AA_03657,PF00467,Closely diverged species
GA4805AA_00059,PF00176,Closely diverged species
GA4805AA_00408,PF01702,Closely diverged species
GA4805AA_02514,PF12838,Closely diverged species
GA4805AA_01953,PF02938,Closely diverged species
GA4805AA_03082,PF04257,Closely diverged species
GA4805AA_04358,PF00298,Closely diverged species
GA4805AA_04344,PF01177,Closely diverged species
GA4805AA_03749,PF00072,Closely diverged species
GA4805AA_00435,PF07690,Closely diverged species
GA4805AA_01012,PF13558,Closely diverged species
GA4805AA_00078,PF00180,Closely diverged species
GA4805AA_01474,PF04715,Closely diverged species
GA4805AA_04673,PF00133,Closely diverged species
GA4805AA_00715,PF02322,Closely diverged species
GA4805AA_03522,PF00575,Closely diverged species
GA4805AA_01694,PF12769,Closely diverged species
GA4805AA_01196,PF08328,Closely diverged species
GA4805AA_02976,PF01583,Closely diverged species
GA4805AA_03758,PF01521,Closely diverged species
GA4805AA_01346,PF00472,Closely diverged species
GA4805AA_02386,PF13407,Closely diverged species
GA4805AA_04065,PF00308,Closely diverged species
GA4805AA_01953,PF01336,Closely diverged species
GA4805AA_01693,PF02233,Closely diverged species
GA4805AA_04222,PF00557,Closely diverged species
GA4805AA_04285,PF02518,Closely diverged species
GA4805AA_00220,PF01476,Closely diverged species
GA4805AA_02796,PF10431,Closely diverged species
GA4805AA_03167,PF00044,Closely diverged species
GA4805AA_00001,PF03447,Closely diverged species
GA4805AA_03426,PF10410,Closely diverged species
GA4805AA_02517,PF10531,Closely diverged species
GA4805AA_02516,PF01568,Closely diverged species
GA4805AA_00082,PF10369,Closely diverged species
GA4805AA_02546,PF02674,Closely diverged species
GA4805AA_01030,PF16326,Closely diverged species
GA4805AA_03707,PF13515,Closely diverged species
GA4805AA_02513,PF00499,Closely diverged species
GA4805AA_04004,PF04607,Closely diverged species
GA4805AA_00852,PF02776,Closely diverged species
GA4805AA_03668,PF00297,Closely diverged species
GA4805AA_04103,PF01134,Closely diverged species
GA4805AA_02726,PF03129,Closely diverged species
GA4805AA_00417,PF00885,Closely diverged species
GA4805AA_02403,PF00294,Closely diverged species
GA4805AA_04660,PF01042,Closely diverged species
GA4805AA_03389,PF00204,Closely diverged species
GA4805AA_00077,PF00330,Closely diverged species
GA4805AA_00189,PF04613,Closely diverged species
GA4805AA_00433,PF00115,Closely diverged species
GA4805AA_02646,PF05524,Closely diverged species
GA4805AA_03521,PF08364,Closely diverged species
GA4805AA_01903,PF03609,Closely diverged species
GA4805AA_01391,PF13396,Closely diverged species
GA4805AA_02262,PF00815,Closely diverged species
GA4805AA_00120,PF00456,Closely diverged species
GA4805AA_00088,PF02875,Closely diverged species
GA4805AA_01035,PF07977,Closely diverged species
GA4805AA_03727,PF00579,Closely diverged species
GA4805AA_03521,PF04760,Closely diverged species
GA4805AA_01947,PF05491,Closely diverged species
GA4805AA_00722,PF04052,Closely diverged species
GA4805AA_00474,PF00183,Closely diverged species
GA4805AA_04661,PF01948,Closely diverged species
GA4805AA_00194,PF02811,Closely diverged species
GA4805AA_01373,PF00551,Closely diverged species
GA4805AA_04335,PF00206,Closely diverged species
GA4805AA_00471,PF12169,Closely diverged species
GA4805AA_04571,PF00924,Closely diverged species
GA4805AA_00438,PF05698,Closely diverged species
GA4805AA_03370,PF00394,Closely diverged species
GA4805AA_03688,PF00009,Closely diverged species
GA4805AA_02650,PF00291,Closely diverged species
GA4805AA_03964,PF07479,Closely diverged species
GA4805AA_02707,PF02769,Closely diverged species
GA4805AA_02970,PF01975,Closely diverged species
GA4805AA_02539,PF00005,Closely diverged species
GA4805AA_04243,PF00989,Closely diverged species
GA4805AA_04558,PF08207,Closely diverged species
GA4805AA_02646,PF00391,Closely diverged species
GA4805AA_00835,PF13416,Closely diverged species
GA4805AA_04899,PF01791,Closely diverged species
GA4805AA_01780,PF13183,Closely diverged species
GA4805AA_04583,PF01715,Closely diverged species
GA4805AA_03656,PF00673,Closely diverged species
GA4805AA_02402,PF02378,Closely diverged species
GA4805AA_00098,PF12327,Closely diverged species
GA4805AA_00054,PF04166,Closely diverged species
GA4805AA_02530,PF00871,Closely diverged species
GA4805AA_04356,PF00584,Closely diverged species
GA4805AA_02268,PF01503,Closely diverged species
GA4805AA_03413,PF03710,Closely diverged species
GA4805AA_00422,PF13292,Closely diverged species
GA4805AA_02798,PF00849,Closely diverged species
GA4805AA_00192,PF02684,Closely diverged species
GA4805AA_03952,PF02378,Closely diverged species
GA4805AA_02573,PF02737,Closely diverged species
GA4805AA_00673,PF02879,Closely diverged species
GA4805AA_02698,PF00701,Closely diverged species
GA4805AA_01555,PF01171,Closely diverged species
GA4805AA_04212,PF03109,Closely diverged species
GA4805AA_03654,PF00410,Closely diverged species
GA4805AA_03665,PF03947,Closely diverged species
GA4805AA_02641,PF00633,Closely diverged species
GA4805AA_00637,PF00571,Closely diverged species
GA4805AA_04224,PF02386,Closely diverged species
GA4805AA_01806,PF03484,Closely diverged species
GA4805AA_03688,PF03144,Closely diverged species
GA4805AA_00084,PF02381,Closely diverged species
GA4805AA_03427,PF04542,Closely diverged species
GA4805AA_01725,PF02508,Closely diverged species
GA4805AA_03655,PF00253,Closely diverged species
GA4805AA_02264,PF00475,Closely diverged species
GA4805AA_00623,PF13603,Closely diverged species
GA4805AA_02802,PF01817,Closely diverged species
GA4805AA_04089,PF00528,Closely diverged species
GA4805AA_00194,PF01336,Closely diverged species
GA4805AA_03975,PF01075,Closely diverged species
GA4805AA_00081,PF02776,Closely diverged species
GA4805AA_02760,PF00072,Closely diverged species
GA4805AA_00637,PF03471,Closely diverged species
GA4805AA_04381,PF01808,Closely diverged species
GA4805AA_00410,PF13721,Closely diverged species
GA4805AA_00852,PF00205,Closely diverged species
GA4805AA_02471,PF00268,Closely diverged species
GA4805AA_03389,PF00986,Closely diverged species
GA4805AA_04314,PF00696,Closely diverged species
GA4805AA_04068,PF14849,Closely diverged species
GA4805AA_00060,PF03104,Closely diverged species
GA4805AA_03609,PF00474,Closely diverged species
GA4805AA_04585,PF13167,Closely diverged species
GA4805AA_03080,PF13361,Closely diverged species
GA4805AA_01016,PF00155,Closely diverged species
GA4805AA_04097,PF00213,Closely diverged species
GA4805AA_00150,PF12627,Closely diverged species
GA4805AA_03145,PF02347,Closely diverged species
GA4805AA_03796,PF11862,Closely diverged species
GA4805AA_00673,PF00408,Closely diverged species
GA4805AA_03392,PF06853,Closely diverged species
GA4805AA_04362,PF04561,Closely diverged species
GA4805AA_04362,PF04563,Closely diverged species
GA4805AA_00126,PF02675,Closely diverged species
GA4805AA_02816,PF01513,Closely diverged species
GA4805AA_03005,PF00117,Closely diverged species
GA4805AA_03662,PF07650,Closely diverged species
GA4805AA_00401,PF00486,Closely diverged species
GA4805AA_03988,PF04413,Closely diverged species
GA4805AA_03575,PF00380,Closely diverged species
GA4805AA_00031,PF00117,Closely diverged species
GA4805AA_00473,PF02132,Closely diverged species
GA4805AA_03598,PF00364,Closely diverged species
GA4805AA_00133,PF00005,Closely diverged species
GA4805AA_04105,PF13412,Closely diverged species
GA4805AA_03972,PF00107,Closely diverged species
GA4805AA_01385,PF00496,Closely diverged species
GA4805AA_01694,PF05222,Closely diverged species
GA4805AA_04096,PF00306,Closely diverged species
GA4805AA_03662,PF00189,Closely diverged species
GA4805AA_00652,PF00480,Closely diverged species
GA4805AA_02796,PF00004,Closely diverged species
GA4805AA_03031,PF00126,Closely diverged species
GA4805AA_04363,PF00623,Closely diverged species
GA4805AA_02510,PF00361,Closely diverged species
GA4805AA_04096,PF00006,Closely diverged species
GA4805AA_03007,PF02824,Closely diverged species
GA4805AA_04093,PF02823,Closely diverged species
GA4805AA_00705,PF13534,Closely diverged species
GA4805AA_03914,PF02092,Closely diverged species
GA4805AA_02416,PF08352,Closely diverged species
GA4805AA_04004,PF02824,Closely diverged species
GA4805AA_04380,PF02844,Closely diverged species
GA4805AA_00474,PF02518,Closely diverged species
GA4805AA_00087,PF00905,Closely diverged species
GA4805AA_02772,PF07650,Closely diverged species
GA4805AA_04063,PF02463,Closely diverged species
GA4805AA_03791,PF00528,Closely diverged species
GA4805AA_04582,PF08676,Closely diverged species
GA4805AA_04069,PF10396,Closely diverged species
GA4805AA_04435,PF00772,Closely diverged species
GA4805AA_03522,PF08529,Closely diverged species
GA4805AA_00612,PF04359,Closely diverged species
GA4805AA_03426,PF01807,Closely diverged species
GA4805AA_00451,PF00005,Closely diverged species
GA4805AA_03651,PF03719,Closely diverged species
GA4805AA_01811,PF07973,Closely diverged species
GA4805AA_03599,PF02786,Closely diverged species
GA4805AA_03706,PF00027,Closely diverged species
GA4805AA_01030,PF12848,Closely diverged species
GA4805AA_03658,PF00238,Closely diverged species
GA4805AA_04414,PF00528,Closely diverged species
GA4805AA_04243,PF02518,Closely diverged species
GA4805AA_01387,PF12911,Closely diverged species
GA4805AA_04615,PF03948,Closely diverged species
GA4805AA_01562,PF00389,Closely diverged species
GA4805AA_04572,PF02666,Closely diverged species
GA4805AA_00494,PF01145,Closely diverged species
GA4805AA_04908,PF01381,Closely diverged species
GA4805AA_00441,PF02190,Closely diverged species
GA4805AA_02320,PF00486,Closely diverged species
GA4805AA_04141,PF03721,Closely diverged species
GA4805AA_01155,PF02504,Closely diverged species
GA4805AA_00668,PF01475,Closely diverged species
GA4805AA_04381,PF02142,Closely diverged species
GA4805AA_04219,PF00175,Closely diverged species
GA4805AA_04096,PF02874,Closely diverged species
GA4805AA_04285,PF00512,Closely diverged species
GA4805AA_02545,PF00156,Closely diverged species
GA4805AA_03532,PF01728,Closely diverged species
GA4805AA_01041,PF13515,Closely diverged species
GA4805AA_02540,PF00528,Closely diverged species
GA4805AA_03744,PF01430,Closely diverged species
GA4805AA_02810,PF01782,Closely diverged species
GA4805AA_04069,PF12631,Closely diverged species
GA4805AA_01958,PF08003,Closely diverged species
GA4805AA_03574,PF00043,Closely diverged species
GA4805AA_03412,PF01467,Closely diverged species
GA4805AA_03793,PF13416,Closely diverged species
GA4805AA_04361,PF16320,Closely diverged species
GA4805AA_02256,PF13520,Closely diverged species
GA4805AA_02802,PF02153,Closely diverged species
GA4805AA_03542,PF00275,Closely diverged species
GA4805AA_00623,PF08264,Closely diverged species
GA4805AA_04362,PF04565,Closely diverged species
GA4805AA_04363,PF04997,Closely diverged species
GA4805AA_00407,PF02547,Closely diverged species
GA4805AA_00632,PF00528,Closely diverged species
GA4805AA_04360,PF00466,Closely diverged species
GA4805AA_01809,PF01632,Closely diverged species
GA4805AA_02706,PF14681,Closely diverged species
GA4805AA_04655,PF01228,Closely diverged species
GA4805AA_03748,PF00672,Closely diverged species
GA4805AA_02509,PF00361,Closely diverged species
GA4805AA_02551,PF01416,Closely diverged species
GA4805AA_01811,PF02824,Closely diverged species
GA4805AA_04359,PF00687,Closely diverged species
GA4805AA_01160,PF02801,Closely diverged species
GA4805AA_00079,PF00682,Closely diverged species
GA4805AA_03555,PF04552,Closely diverged species
GA4805AA_02549,PF01039,Closely diverged species
GA4805AA_00411,PF07549,Closely diverged species
GA4805AA_03425,PF01165,Closely diverged species
GA4805AA_03004,PF03952,Closely diverged species
GA4805AA_00003,PF00291,Closely diverged species
GA4805AA_00707,PF02817,Closely diverged species
GA4805AA_03643,PF01193,Closely diverged species
GA4805AA_04661,PF02748,Closely diverged species
GA4805AA_02779,PF04542,Closely diverged species
GA4805AA_00167,PF01521,Closely diverged species
GA4805AA_00634,PF00497,Closely diverged species
GA4805AA_02402,PF02302,Closely diverged species
GA4805AA_00186,PF00595,Closely diverged species
GA4805AA_04380,PF01071,Closely diverged species
GA4805AA_01775,PF00005,Closely diverged species
GA4805AA_01342,PF13793,Closely diverged species
GA4805AA_04305,PF10431,Closely diverged species
GA4805AA_04064,PF02767,Closely diverged species
GA4805AA_00208,PF03180,Closely diverged species
GA4805AA_00094,PF01225,Closely diverged species
GA4805AA_04242,PF02954,Closely diverged species
GA4805AA_00090,PF00953,Closely diverged species
GA4805AA_04129,PF00291,Closely diverged species
GA4805AA_02700,PF00578,Closely diverged species
GA4805AA_01158,PF00106,Closely diverged species
GA4805AA_00937,PF00275,Closely diverged species
GA4805AA_02320,PF00072,Closely diverged species
GA4805AA_03081,PF16187,Closely diverged species
GA4805AA_02647,PF00358,Closely diverged species
GA4805AA_02515,PF00146,Closely diverged species
GA4805AA_04677,PF03739,Closely diverged species
GA4805AA_04099,PF00137,Closely diverged species
GA4805AA_00723,PF00691,Closely diverged species
GA4805AA_00062,PF02610,Closely diverged species
GA4805AA_02774,PF00717,Closely diverged species
GA4805AA_03197,PF02325,Closely diverged species
GA4805AA_03080,PF00580,Closely diverged species
GA4805AA_00430,PF01040,Closely diverged species
GA4805AA_02770,PF03740,Closely diverged species
GA4805AA_03701,PF00005,Closely diverged species
GA4805AA_03190,PF04231,Closely diverged species
GA4805AA_03208,PF02390,Closely diverged species
GA4805AA_00024,PF08264,Closely diverged species
GA4805AA_00874,PF00587,Closely diverged species
GA4805AA_00410,PF02355,Closely diverged species
GA4805AA_04090,PF12849,Closely diverged species
GA4805AA_02817,PF02463,Closely diverged species
GA4805AA_02808,PF01245,Closely diverged species
GA4805AA_00032,PF02786,Closely diverged species
GA4805AA_01183,PF02687,Closely diverged species
GA4805AA_00418,PF01029,Closely diverged species
GA4805AA_00176,PF08335,Closely diverged species
GA4805AA_00088,PF01225,Closely diverged species
GA4805AA_03599,PF02785,Closely diverged species
GA4805AA_02791,PF00614,Closely diverged species
GA4805AA_03667,PF00573,Closely diverged species
GA4805AA_03643,PF03118,Closely diverged species
GA4805AA_03665,PF00181,Closely diverged species
GA4805AA_03502,PF13580,Closely diverged species
GA4805AA_01545,PF00325,Closely diverged species
GA4805AA_00873,PF16193,Closely diverged species
GA4805AA_01914,PF00595,Closely diverged species
GA4805AA_02760,PF00158,Closely diverged species
GA4805AA_00091,PF08245,Closely diverged species
GA4805AA_00524,PF02222,Closely diverged species
GA4805AA_01780,PF01565,Closely diverged species
GA4805AA_04553,PF00166,Closely diverged species
GA4805AA_02726,PF00587,Closely diverged species
GA4805AA_00091,PF02875,Closely diverged species
GA4805AA_04303,PF03737,Closely diverged species
GA4805AA_03690,PF00164,Closely diverged species
GA4805AA_02716,PF00117,Closely diverged species
GA4805AA_02707,PF00586,Closely diverged species
GA4805AA_02511,PF00361,Closely diverged species
GA4805AA_00002,PF08544,Closely diverged species
GA4805AA_04387,PF01274,Closely diverged species
GA4805AA_04314,PF03447,Closely diverged species
GA4805AA_01953,PF00152,Closely diverged species
GA4805AA_03529,PF02879,Closely diverged species
GA4805AA_00151,PF00749,Closely diverged species
GA4805AA_02641,PF00533,Closely diverged species
GA4805AA_00032,PF02787,Closely diverged species
GA4805AA_03150,PF05195,Closely diverged species
GA4805AA_00708,PF08442,Closely diverged species
GA4805AA_04286,PF00072,Closely diverged species
GA4805AA_03081,PF05193,Closely diverged species
GA4805AA_00094,PF08245,Closely diverged species
GA4805AA_03896,PF08352,Closely diverged species
GA4805AA_04585,PF16360,Closely diverged species
GA4805AA_00440,PF06689,Closely diverged species
GA4805AA_00127,PF01564,Closely diverged species
GA4805AA_00062,PF11762,Closely diverged species
GA4805AA_02984,PF00258,Closely diverged species
GA4805AA_02724,PF01011,Closely diverged species
GA4805AA_00792,PF00528,Closely diverged species
GA4805AA_04006,PF00270,Closely diverged species
GA4805AA_02641,PF03119,Closely diverged species
GA4805AA_03651,PF00333,Closely diverged species
GA4805AA_03729,PF00834,Closely diverged species
GA4805AA_03089,PF02896,Closely diverged species
GA4805AA_02983,PF01077,Closely diverged species
GA4805AA_04380,PF02843,Closely diverged species
GA4805AA_00194,PF07733,Closely diverged species
GA4805AA_00654,PF01182,Closely diverged species
GA4805AA_01391,PF00614,Closely diverged species
GA4805AA_01029,PF10672,Closely diverged species
GA4805AA_03089,PF05524,Closely diverged species
GA4805AA_04166,PF01678,Closely diverged species
GA4805AA_02389,PF01227,Closely diverged species
GA4805AA_03154,PF00389,Closely diverged species
GA4805AA_01338,PF06071,Closely diverged species
GA4805AA_04069,PF01926,Closely diverged species
GA4805AA_00706,PF02779,Closely diverged species
GA4805AA_03648,PF00344,Closely diverged species
GA4805AA_00472,PF02575,Closely diverged species
GA4805AA_02573,PF00725,Closely diverged species
GA4805AA_01773,PF00266,Closely diverged species
GA4805AA_00104,PF07072,Closely diverged species
GA4805AA_00740,PF02744,Closely diverged species
GA4805AA_04655,PF03477,Closely diverged species
GA4805AA_01389,PF08352,Closely diverged species
GA4805AA_03135,PF01368,Closely diverged species
GA4805AA_03694,PF08348,Closely diverged species
GA4805AA_00757,PF06968,Closely diverged species
GA4805AA_01805,PF00216,Closely diverged species
GA4805AA_00464,PF00529,Closely diverged species
GA4805AA_04547,PF13899,Closely diverged species
GA4805AA_04463,PF00474,Closely diverged species
GA4805AA_02742,PF00266,Closely diverged species
GA4805AA_04558,PF01132,Closely diverged species
GA4805AA_00765,PF01967,Closely diverged species
GA4805AA_04586,PF12221,Closely diverged species
GA4805AA_03772,PF00343,Closely diverged species
GA4805AA_01902,PF03610,Closely diverged species
GA4805AA_03004,PF00113,Closely diverged species
GA4805AA_01957,PF12847,Closely diverged species
GA4805AA_02261,PF08029,Closely diverged species
GA4805AA_04243,PF00512,Closely diverged species
GA4805AA_04006,PF01336,Closely diverged species
GA4805AA_01343,PF08544,Closely diverged species
GA4805AA_02717,PF00478,Closely diverged species
GA4805AA_01274,PF01656,Closely diverged species
GA4805AA_02779,PF08281,Closely diverged species
GA4805AA_03599,PF00289,Closely diverged species
GA4805AA_03656,PF00281,Closely diverged species
GA4805AA_00494,PF16200,Closely diverged species
GA4805AA_04098,PF00430,Closely diverged species
GA4805AA_02897,PF00571,Closely diverged species
GA4805AA_00175,PF14602,Closely diverged species
GA4805AA_03988,PF00534,Closely diverged species
GA4805AA_04900,PF00591,Closely diverged species
GA4805AA_02717,PF00571,Closely diverged species
GA4805AA_03610,PF06325,Closely diverged species
GA4805AA_00210,PF09383,Closely diverged species
GA4805AA_01373,PF01842,Closely diverged species
GA4805AA_03646,PF00416,Closely diverged species
GA4805AA_00189,PF14602,Closely diverged species
GA4805AA_00025,PF01252,Closely diverged species
GA4805AA_03994,PF04127,Closely diverged species
GA4805AA_03081,PF00675,Closely diverged species
GA4805AA_04221,PF00378,Closely diverged species
GA4805AA_00452,PF00543,Closely diverged species
GA4805AA_02759,PF00543,Closely diverged species
GA4805AA_03192,PF02955,Closely diverged species
GA4805AA_03899,PF00528,Closely diverged species
GA4805AA_04571,PF12794,Closely diverged species
GA4805AA_04614,PF01084,Closely diverged species
GA4805AA_00793,PF00497,Closely diverged species
GA4805AA_04587,PF01145,Closely diverged species
GA4805AA_04086,PF01895,Closely diverged species
GA4805AA_01743,PF00724,Closely diverged species
GA4805AA_02520,PF01058,Closely diverged species
GA4805AA_04908,PF13521,Closely diverged species
GA4805AA_02920,PF00154,Closely diverged species
GA4805AA_02511,PF00662,Closely diverged species
GA4805AA_02716,PF02540,Closely diverged species
GA4805AA_04219,PF00970,Closely diverged species
GA4805AA_03031,PF03466,Closely diverged species
GA4805AA_01160,PF00109,Closely diverged species
GA4805AA_00862,PF02617,Closely diverged species
GA4805AA_02813,PF01578,Closely diverged species
GA4805AA_00704,PF00890,Closely diverged species
GA4805AA_02641,PF01653,Closely diverged species
GA4805AA_02663,PF01218,Closely diverged species
GA4805AA_00088,PF08245,Closely diverged species
GA4805AA_03536,PF01018,Closely diverged species
GA4805AA_03748,PF00512,Closely diverged species
GA4805AA_01776,PF01458,Closely diverged species
GA4805AA_04362,PF04560,Closely diverged species
GA4805AA_03184,PF00278,Closely diverged species
GA4805AA_00060,PF00136,Closely diverged species
GA4805AA_02723,PF01926,Closely diverged species
GA4805AA_03427,PF04546,Closely diverged species
GA4805AA_03637,PF02254,Closely diverged species
